id,parent_id,subject_id,subject_name,name,level,difficulty,source,summary,definition,core_elements,key_terms,formulas,common_mistakes,scope_boundary,prerequisites_desc,params_status,prerequisites,sort,icon,created_at
188,186,1,数学分析,幂级数的性质,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
189,185,1,数学分析,14.2 函数的幂级数展开,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
190,189,1,数学分析,泰勒级数,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
191,189,1,数学分析,初等函数的幂级数展开,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
192,185,1,数学分析,14.3 复变量的指数函数·欧拉公式,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
193,1,1,数学分析,第十五章 傅里叶级数,2,1,manual,本章系统引入傅里叶级数，核心是将周期函数分解为三角级数，重点掌握傅里叶系数公式、以2l为周期的展开式及收敛定理（狄利克雷条件）。该章是数学分析从函数表示到逼近论的重要桥梁，为后续傅里叶分析奠定基础。学习时需理解正交系、周期延拓、逐点收敛与一致收敛的区别，并熟练计算常见函数的傅里叶展开式。,,,,,,,,,,14,,2026-09-05T11:42:23.003418
194,193,1,数学分析,15.1 傅里叶级数,3,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
195,194,1,数学分析,三角级数·正交函数系,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
196,194,1,数学分析,以2π为周期的函数的傅里叶级数,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
197,194,1,数学分析,收敛定理,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
198,193,1,数学分析,15.2 以2l为周期的函数的展开式,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
199,198,1,数学分析,以2l为周期的函数的傅里叶级数,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
200,198,1,数学分析,偶函数与奇函数的傅里叶级数,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
201,193,1,数学分析,15.3 收敛定理的证明,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
202,1,1,数学分析,第十六章 多元函数的极限与连续,2,1,manual,本章从平面点集与多元函数入手，系统引入二元函数的极限与连续性，重点掌握重极限的计算与证明、累次极限与重极限的区别，以及连续性的定义与性质。该章是数学分析由一元向多元过渡的关键环节，为后续偏导数、全微分及多元积分奠定基础。核心概念包括聚点、开闭区域、二重极限、连续性与一致连续。,,,,,,,,,,15,,2026-09-05T11:42:23.003418
203,202,1,数学分析,16.1 平面点集与多元函数,3,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
204,203,1,数学分析,平面点集,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
205,203,1,数学分析,R²上的完备性定理,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
206,203,1,数学分析,二元函数,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
207,203,1,数学分析,n元函数,4,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
208,202,1,数学分析,16.2 二元函数的极限,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
209,208,1,数学分析,二元函数的极限,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
210,208,1,数学分析,累次极限,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
211,202,1,数学分析,16.3 二元函数的连续性,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
212,211,1,数学分析,二元函数的连续性概念,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
213,211,1,数学分析,有界闭域上连续函数的性质,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
214,1,1,数学分析,第十七章 多元函数微分学,2,1,manual,本章系统建立多元函数的微分学理论，核心包括可微性、偏导数与全微分的关系，复合函数求导法则（链式法则），方向导数与梯度的几何意义，以及多元泰勒公式与极值判定。它是单变量微分学的自然推广，也是后续曲线曲面积分、最优化问题的基础。学习中应重点掌握可微的判定、链式法则的运用及极值充分条件的推导。,,,,,,,,,,16,,2026-09-05T11:42:23.003418
215,214,1,数学分析,17.1 可微性,3,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
216,215,1,数学分析,可微性与全微分,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
217,215,1,数学分析,偏导数,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
218,215,1,数学分析,可微性条件,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
219,215,1,数学分析,可微性几何意义及应用,4,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
220,214,1,数学分析,17.2 复合函数微分法,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
221,220,1,数学分析,复合函数的求导法则,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
222,220,1,数学分析,复合函数的全微分,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
223,214,1,数学分析,17.3 方向导数与梯度,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
224,214,1,数学分析,17.4 泰勒公式与极值问题,3,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
225,224,1,数学分析,高阶偏导数,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
226,224,1,数学分析,中值定理和泰勒公式,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
227,224,1,数学分析,极值问题,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
228,1,1,数学分析,第十八章 隐函数定理及其应用,2,1,manual,本章系统建立隐函数存在性定理与隐函数组理论，核心是隐函数求导法及其在几何与极值问题中的应用。重点掌握隐函数（组）存在条件、偏导数计算，以及空间曲线切线与法平面、曲面切平面与法线的几何应用；条件极值需熟练运用拉格朗日乘数法。作为多元微分学的深化与工具，本章为后续重积分、曲线曲面积分及最值问题提供重要基础。,,,,,,,,,,17,,2026-09-05T11:42:23.003418
229,228,1,数学分析,18.1 隐函数,3,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
230,229,1,数学分析,隐函数的概念,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
231,229,1,数学分析,隐函数存在性条件的分析,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
232,229,1,数学分析,隐函数定理,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
233,229,1,数学分析,隐函数求导举例,4,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
234,228,1,数学分析,18.2 隐函数组,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
235,234,1,数学分析,隐函数组的概念,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
236,234,1,数学分析,隐函数组定理,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
237,234,1,数学分析,反函数组与坐标变换,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
238,228,1,数学分析,18.3 几何应用,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
239,238,1,数学分析,平面曲线的切线与法线,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
240,238,1,数学分析,空间曲线的切线与法平面,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
241,238,1,数学分析,曲面的切平面与法线,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
242,228,1,数学分析,18.4 条件极值,3,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
243,242,1,数学分析,拉格朗日乘数法,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
244,242,1,数学分析,用拉格朗日乘数法求极值,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
245,1,1,数学分析,第十九章 含参量积分,2,1,manual,本章研究含参量积分的性质与计算，核心在于讨论积分关于参数的连续性、可微性与可积性，重点掌握一致收敛的判别法及其应用。含参量正常积分与反常积分是分析中交换极限与积分顺序的重要工具，欧拉积分（Beta函数与Gamma函数）则是典型应用。本章深化了积分与极限理论，为后续实分析、微分方程及概率论等课程提供基础方法。,,,,,,,,,,18,,2026-09-05T11:42:23.003418
246,245,1,数学分析,19.1 含参量正常积分,3,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
247,246,1,数学分析,含参量积分的连续性,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
248,246,1,数学分析,含参量积分的可微性,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
249,246,1,数学分析,含参量积分的可积性,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
250,245,1,数学分析,19.2 含参量反常积分,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
251,250,1,数学分析,一致收敛性,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
252,250,1,数学分析,一致收敛性判别,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
253,250,1,数学分析,含参量反常积分的性质,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
254,245,1,数学分析,19.3 欧拉积分,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
255,254,1,数学分析,Γ函数,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
256,254,1,数学分析,B函数,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
257,254,1,数学分析,Γ函数与B函数的关系,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
258,1,1,数学分析,第二十章 曲线积分,2,1,manual,本章学习两类曲线积分：第一型（对弧长）与第二型（对坐标），掌握其计算方法与物理意义。重点掌握格林公式及其应用，理解曲线积分与路径无关的等价条件，并能熟练判断与计算。本章是多元积分学的核心环节，承前启后，为曲面积分及场论（如势函数、环量）奠定基础，是数学分析综合性考查的重要内容。,,,,,,,,,,19,,2026-09-05T11:42:23.003418
259,258,1,数学分析,20.1 第一型曲线积分,3,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
260,259,1,数学分析,第一型曲线积分的定义,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
261,259,1,数学分析,第一型曲线积分的计算,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
262,258,1,数学分析,20.2 第二型曲线积分,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
263,262,1,数学分析,第二型曲线积分的定义,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
264,262,1,数学分析,第二型曲线积分的计算,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
265,262,1,数学分析,两类曲线积分的联系,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
266,258,1,数学分析,20.3 格林公式·曲线积分与路径的无关性,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
267,266,1,数学分析,格林公式,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
268,266,1,数学分析,曲线积分与路径的无关性,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
269,266,1,数学分析,二元函数的全微分求积,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
270,1,1,数学分析,第二十一章 重积分,2,1,manual,本章系统学习重积分理论，从二重积分概念出发，掌握直角坐标与变量变换下的计算方法，理解格林公式及曲线积分路径无关性，并推广至三重、n重及反常积分。重积分是多元微积分的核心，连接微分与积分应用，为后续数学分析及物理、工程提供基础工具。重点包括化累次积分、换元法、格林公式及几何物理应用。,,,,,,,,,,20,,2026-09-05T11:42:23.003418
271,270,1,数学分析,21.1 二重积分概念,3,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
272,271,1,数学分析,平面图形的面积,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
273,271,1,数学分析,二重积分的定义及其存在性,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
274,271,1,数学分析,二重积分的性质,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
275,270,1,数学分析,21.2 直角坐标系下二重积分的计算,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
276,275,1,数学分析,矩形区域上的二重积分,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
277,275,1,数学分析,一般区域上的二重积分,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
278,270,1,数学分析,21.3 格林公式·曲线积分与路径的无关性,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
279,270,1,数学分析,21.4 二重积分的变量变换,3,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
280,279,1,数学分析,二重积分的变量变换公式,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
281,279,1,数学分析,用极坐标计算二重积分,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
282,270,1,数学分析,21.5 三重积分,3,1,manual,,,,,,,,,,,4,,2026-09-05T11:42:23.003418
283,282,1,数学分析,三重积分的概念,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
284,282,1,数学分析,化三重积分为累次积分,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
285,282,1,数学分析,三重积分换元法,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
286,270,1,数学分析,21.6 重积分的应用,3,1,manual,,,,,,,,,,,5,,2026-09-05T11:42:23.003418
287,286,1,数学分析,曲面的面积,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
288,286,1,数学分析,质心,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
289,286,1,数学分析,转动惯量,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
290,286,1,数学分析,引力,4,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
291,270,1,数学分析,21.7 n重积分,3,1,manual,,,,,,,,,,,6,,2026-09-05T11:42:23.003418
292,270,1,数学分析,21.8 反常二重积分,3,1,manual,,,,,,,,,,,7,,2026-09-05T11:42:23.003418
293,1,1,数学分析,第二十二章 曲面积分,2,1,manual,本章系统研究曲面积分：第一型化为二重积分，第二型依赖定向并联系通量；高斯公式与斯托克斯公式分别实现面积分与三重积分、曲线积分的互化，是计算与理论的核心工具。场论初步引入梯度、散度、旋度，揭示积分公式的物理意义。作为数学分析收官章节，它整合多元微积分方法，为后续微分几何、偏微分方程及物理应用奠定基础。,,,,,,,,,,21,,2026-09-05T11:42:23.003418
294,293,1,数学分析,22.1 第一型曲面积分,3,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
295,294,1,数学分析,第一型曲面积分的概念,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
296,294,1,数学分析,第一型曲面积分的计算,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
297,293,1,数学分析,22.2 第二型曲面积分,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
298,297,1,数学分析,曲面的侧,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
299,297,1,数学分析,第二型曲面积分的概念,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
300,297,1,数学分析,第二型曲面积分的计算,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
301,297,1,数学分析,两类曲面积分的联系,4,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
302,293,1,数学分析,22.3 高斯公式与斯托克斯公式,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
303,302,1,数学分析,高斯公式,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
304,302,1,数学分析,斯托克斯公式,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
305,293,1,数学分析,22.4 场论初步,3,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
306,305,1,数学分析,场的概念,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
307,305,1,数学分析,梯度场,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
308,305,1,数学分析,散度场,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
309,305,1,数学分析,旋度场,4,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
310,305,1,数学分析,管量场与有势场,4,1,manual,,,,,,,,,,,4,,2026-09-05T11:42:23.003418
311,,2,高等代数,高等代数,1,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
312,311,2,高等代数,第一章 多项式,2,1,manual,本章系统建立多项式理论，从数域与一元多项式出发，引入整除、最大公因式、因式分解及重因式，并借助多项式函数与根的关系，完成复、实、有理系数多项式的因式分解，最后推广至多元与对称多项式。它是高等代数的基石，为后续学习线性代数、矩阵理论提供代数结构与运算基础。核心概念包括带余除法、辗转相除法、唯一因式分解定理、重因式判别及有理根定理。,,,,,,,,,,0,,2026-09-05T11:42:23.003418
313,312,2,高等代数,1.1 数域,3,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
314,312,2,高等代数,1.2 一元多项式,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
315,314,2,高等代数,多项式的定义与运算,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
316,314,2,高等代数,多项式的次数,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
317,312,2,高等代数,1.3 整除的概念,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
318,317,2,高等代数,整除的定义,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
319,317,2,高等代数,整除的性质,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
320,317,2,高等代数,带余除法,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
321,312,2,高等代数,1.4 最大公因式,3,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
322,321,2,高等代数,最大公因式的定义,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
323,321,2,高等代数,辗转相除法,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
324,321,2,高等代数,互素的概念与性质,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
325,312,2,高等代数,1.5 因式分解定理,3,1,manual,,,,,,,,,,,4,,2026-09-05T11:42:23.003418
326,325,2,高等代数,不可约多项式,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
327,325,2,高等代数,因式分解及唯一性定理,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
328,312,2,高等代数,1.6 重因式,3,1,manual,,,,,,,,,,,5,,2026-09-05T11:42:23.003418
329,328,2,高等代数,重因式的定义,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
330,328,2,高等代数,重因式的判别,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
331,328,2,高等代数,分离重因式,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
332,312,2,高等代数,1.7 多项式函数,3,1,manual,,,,,,,,,,,6,,2026-09-05T11:42:23.003418
333,332,2,高等代数,多项式函数的概念,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
334,332,2,高等代数,余数定理,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
335,332,2,高等代数,多项式的根,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
336,312,2,高等代数,1.8 复系数与实系数多项式的因式分解,3,1,manual,,,,,,,,,,,7,,2026-09-05T11:42:23.003418
337,336,2,高等代数,代数基本定理,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
338,336,2,高等代数,复系数多项式的因式分解,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
339,336,2,高等代数,实系数多项式的因式分解,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
340,312,2,高等代数,1.9 有理系数多项式,3,1,manual,,,,,,,,,,,8,,2026-09-05T11:42:23.003418
341,340,2,高等代数,本原多项式,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
342,340,2,高等代数,高斯引理,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
343,340,2,高等代数,整系数多项式的有理根,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
344,340,2,高等代数,艾森斯坦判别法,4,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
345,312,2,高等代数,1.10 多元多项式,3,1,manual,,,,,,,,,,,9,,2026-09-05T11:42:23.003418
346,345,2,高等代数,多元多项式的概念,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
347,345,2,高等代数,字典排列法,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
348,345,2,高等代数,齐次多项式,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
349,312,2,高等代数,1.11 对称多项式,3,1,manual,,,,,,,,,,,10,,2026-09-05T11:42:23.003418
350,349,2,高等代数,对称多项式的概念,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
351,349,2,高等代数,初等对称多项式,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
352,349,2,高等代数,对称多项式基本定理,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
353,311,2,高等代数,第二章 行列式,2,1,manual,本章系统引入行列式理论：从排列奇偶性定义n阶行列式，研究其性质与按行（列）展开公式，掌握化三角形、降阶等计算方法，并应用克拉默法则求解线性方程组，最后以拉普拉斯定理推广展开并给出乘法规则。行列式是高等代数的基石工具，贯穿矩阵秩、特征值及线性方程组理论，务必熟练计算与性质推导。,,,,,,,,,,1,,2026-09-05T11:42:23.003418
354,353,2,高等代数,2.1 引言,3,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
355,353,2,高等代数,2.2 排列,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
356,355,2,高等代数,排列的定义,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
357,355,2,高等代数,逆序数,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
358,355,2,高等代数,奇排列与偶排列,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
359,355,2,高等代数,对换,4,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
360,353,2,高等代数,2.3 n阶行列式,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
361,360,2,高等代数,n阶行列式的定义,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
362,360,2,高等代数,行列式的项,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
363,353,2,高等代数,2.4 n阶行列式的性质,3,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
364,363,2,高等代数,行列式的基本性质,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
365,363,2,高等代数,行列式的转置,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
366,353,2,高等代数,2.5 行列式的计算,3,1,manual,,,,,,,,,,,4,,2026-09-05T11:42:23.003418
367,366,2,高等代数,化三角形法,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
368,366,2,高等代数,降阶法,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
369,366,2,高等代数,递推法,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
370,366,2,高等代数,数学归纳法,4,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
371,353,2,高等代数,2.6 行列式按一行（列）展开,3,1,manual,,,,,,,,,,,5,,2026-09-05T11:42:23.003418
372,371,2,高等代数,余子式与代数余子式,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
373,371,2,高等代数,行列式按行（列）展开定理,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
374,353,2,高等代数,2.7 克拉默（Cramer）法则,3,1,manual,,,,,,,,,,,6,,2026-09-05T11:42:23.003418
375,374,2,高等代数,克拉默法则,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
376,374,2,高等代数,齐次线性方程组,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
377,353,2,高等代数,2.8 拉普拉斯（Laplace）定理·行列式的乘法规则,3,1,manual,,,,,,,,,,,7,,2026-09-05T11:42:23.003418
378,377,2,高等代数,拉普拉斯定理,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
379,377,2,高等代数,行列式的乘法规则,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
380,311,2,高等代数,第三章 线性方程组,2,1,manual,本章系统研究线性方程组的理论与解法，核心包括消元法、向量空间与线性相关性、矩阵秩的概念，以及有解判别定理和解的结构。通过秩判定解的存在性与唯一性，并掌握齐次与非齐次方程组通解的构造。该章是高等代数的枢纽，上承行列式与矩阵，下启线性空间与线性变换，是后续课程的重要基础。,,,,,,,,,,2,,2026-09-05T11:42:23.003418
381,380,2,高等代数,3.1 消元法,3,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
382,381,2,高等代数,线性方程组的初等变换,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
383,381,2,高等代数,阶梯形方程组,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
384,381,2,高等代数,消元法的步骤,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
385,380,2,高等代数,3.2 n维向量空间,3,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
386,385,2,高等代数,n维向量的定义,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
387,385,2,高等代数,向量的线性运算,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
388,385,2,高等代数,n维向量空间,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
389,380,2,高等代数,3.3 线性相关性,3,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
390,389,2,高等代数,线性组合与线性表示,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
391,389,2,高等代数,线性相关与线性无关,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
392,389,2,高等代数,线性相关性的判定,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
393,389,2,高等代数,极大线性无关组,4,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
394,380,2,高等代数,3.4 矩阵的秩,3,1,manual,,,,,,,,,,,3,,2026-09-05T11:42:23.003418
395,394,2,高等代数,矩阵的秩的定义,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
396,394,2,高等代数,秩的性质,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
397,394,2,高等代数,用初等变换求秩,4,1,manual,,,,,,,,,,,2,,2026-09-05T11:42:23.003418
398,380,2,高等代数,3.5 线性方程组有解判别定理,3,1,manual,,,,,,,,,,,4,,2026-09-05T11:42:23.003418
399,398,2,高等代数,有解判别定理,4,1,manual,,,,,,,,,,,0,,2026-09-05T11:42:23.003418
400,398,2,高等代数,齐次线性方程组有非零解的条件,4,1,manual,,,,,,,,,,,1,,2026-09-05T11:42:23.003418
401,380,2,高等代数,3.6 线性方程组解的结构,3,1,manual,,,,,,,,,,,5,,2026-09-05T11:42:23.003418
