node_id,name,level,definition,core_elements,key_terms,formulas,common_mistakes,scope_boundary,prerequisites_desc
394,5.4 程序查询方式,3,程序查询方式是CPU主动查询I/O设备状态并进行数据传送的方式，实现简单但效率低。,CPU主动查询 | 效率低,程序查询 | 状态查询 | 忙等待 | 轮询,[],认为程序查询方式效率高;忽略其CPU等待时间长的缺点,不涉及具体查询流程的设计,需了解I/O接口的基本知识
395,程序查询流程,4,程序查询流程包括读取I/O状态、判断是否就绪、传送数据等步骤，CPU在查询期间处于等待状态。,查询步骤 | CPU等待,读状态 | 判断就绪 | 传送数据 | CPU等待,[],忽略CPU等待对性能的影响;不理解查询流程的顺序,不涉及具体流程的实现,需了解程序查询方式的基本概念
396,程序查询方式的接口电路,4,程序查询接口电路包括状态寄存器、数据缓冲寄存器和控制逻辑，实现CPU与I/O设备的查询式数据交换。,状态寄存器 | 数据缓冲 | 控制逻辑,状态寄存器 | 数据缓冲寄存器 | 控制逻辑,[],忽略接口电路的组成;不理解各部件的作用,不涉及具体电路的设计,需了解程序查询流程的知识
397,5.5 程序中断方式,3,程序中断方式允许CPU在I/O操作期间执行其他任务，I/O完成后通过中断通知CPU，提高了CPU利用率。,中断通知 | CPU利用率,中断 | 中断源 | 中断向量 | 中断响应,[],认为中断方式完全不占用CPU时间;忽略中断处理的开销,不涉及具体中断控制器的设计,需了解程序查询方式的知识
398,中断的概念,4,中断是指CPU暂停当前程序转去处理紧急事件，处理完后返回原程序继续执行，是提高系统效率的重要机制。,中断定义 | 事件处理 | 恢复执行,中断 | 中断源 | 中断向量 | 中断响应 | 中断处理,[],认为中断就是程序终止;忽略中断处理后恢复执行的过程,不涉及具体中断机制的实现,需了解程序中断方式的基本概念
399,I/O中断的产生,4,I/O中断在I/O操作完成或出错时产生，通知CPU进行相应处理，是I/O控制的重要手段。,I/O操作完成 | 错误通知,I/O中断 | 中断请求 | 中断响应 | 中断处理,[],认为只有I/O操作能产生中断;忽略其他中断源,不涉及具体中断源的识别,需了解中断概念的知识
400,程序中断方式的接口电路,4,程序中断接口电路包括中断请求逻辑、中断屏蔽逻辑和中断判优逻辑，实现中断的请求和响应控制。,中断请求 | 中断屏蔽 | 中断判优,中断请求逻辑 | 中断屏蔽 | 中断判优 | 中断响应,[],忽略中断接口电路的组成;不理解中断判优的作用,不涉及具体电路的设计,需了解I/O中断产生的知识
401,I/O中断处理过程,4,I/O中断处理包括中断请求、中断响应、保护现场、中断服务和恢复现场等步骤，确保正确处理和返回。,处理步骤 | 现场保护,中断请求 | 中断响应 | 保护现场 | 中断服务 | 恢复现场,[],忽略现场保护和恢复的重要性;不理解中断处理的完整流程,不涉及具体处理过程的实现,需了解程序中断方式接口电路的知识
402,中断服务程序的流程,4,中断服务程序包括保护现场、中断服务、恢复现场和中断返回四个阶段，每个阶段都有特定的操作要求。,四个阶段 | 操作要求,保护现场 | 中断服务 | 恢复现场 | 中断返回,[],忽略中断服务程序的结构;不理解各阶段的操作要求,不涉及具体程序的编写,需了解I/O中断处理过程的知识
403,5.6 DMA方式,3,DMA方式允许I/O设备直接与主存交换数据，不需要CPU参与，大大提高了数据传输效率。,直接内存访问 | 高效传输,DMA | 直接内存访问 | 总线主控 | 数据块传输,[],认为DMA完全不需要CPU参与;忽略DMA初始化和结束处理需要CPU,不涉及具体DMA控制器的设计,需了解程序中断方式的知识
404,DMA方式的特点,4,DMA方式的特点包括：数据传输不经过CPU、传输速度快、CPU在传输期间可执行其他任务，适合大批量数据传输。,不经CPU | 速度快 | 大批量,DMA | 直接传输 | 数据块 | 高速传输,[],将DMA等同于中断;不理解DMA的直接传输特点,不讨论DMA的具体实现,需了解DMA方式的基本概念
405,DMA接口的功能和组成,4,DMA接口负责I/O设备与主存之间的直接数据传输，包括地址寄存器、数据寄存器和控制逻辑等部件。,直接传输 | 接口组成,地址寄存器 | 数据寄存器 | 控制逻辑 | DMA控制器,[],忽略DMA接口的组成;不理解各部件的作用,不涉及具体接口电路的设计,需了解DMA方式特点的知识
406,DMA的工作过程,4,DMA工作过程包括预处理、数据传送和后处理三个阶段，数据传送阶段由DMA控制器控制总线完成。,三个阶段 | 控制器控制,预处理 | 数据传送 | 后处理 | DMA控制器,[],忽略预处理和后处理阶段;不理解DMA控制器的总线控制作用,不涉及具体工作过程的实现,需了解DMA接口功能和组成的知识
407,DMA接口的类型,4,DMA接口按组织方式分为选择型和多路型，选择型适合高速设备，多路型适合多个低速设备共享。,选择型 | 多路型 | 设备特点,选择型DMA | 多路型DMA | 高速设备 | 低速设备,[],混淆选择型和多路型的特点;不理解不同类型DMA的适用场景,不讨论具体DMA接口的实现,需了解DMA工作过程的知识
